date,AEGS.NS,ARTI.NS,ASHT.NS,BOB.NS,BRIT.NS,CEMI.NS,CHPC.NS,GENS.NS,GICH.NS,HEGL.NS,HLVL.NS,IMCL.NS,JAAO.NS,JKIN.NS,KAMT.NS,MDRD.BO,NALU.NS,OSGL.NS,SEAM.NS,TAJG.NS,TANE.BO,THOM.NS,TVEL.NS,VENK.NS,VSTI.NS,WHEL.NS,WIPR.NS,WRRN.BO,WSTC.NS,XPRO.NS
18-01-2005,2.49,5.80,311.59,26.75,67.25,16.04,129.09,8.45,13.59,11.28,109.44,14.67,15.45,9.76,39.95,3.91,16.96,7.95,64.11,54.74,16.84,8.98,57.96,45.22,9.76,56.99,25.92,55.31,25.91,16.11
19-01-2005,2.45,5.86,317.34,26.13,65.86,16.04,126.35,8.38,13.52,11.28,28.08,14.62,15.40,9.88,124.75,3.81,17.11,7.91,64.60,54.18,16.37,9.07,58.01,44.73,9.49,56.01,26.15,53.85,25.26,16.13
20-01-2005,2.29,5.79,312.40,25.69,63.87,16.05,125.47,8.40,13.57,11.29,27.86,14.83,15.14,9.60,40.31,3.62,17.07,7.67,60.82,54.23,15.76,9.06,56.61,44.56,10.33,55.44,25.64,52.85,25.12,15.87
24-01-2005,2.21,5.81,313.85,24.51,66.30,15.65,119.31,8.43,13.79,11.10,28.99,14.72,15.04,9.45,39.26,3.38,17.33,7.24,62.66,53.94,15.44,29.12,55.26,43.02,9.64,56.22,24.62,51.98,25.37,15.89
25-01-2005,2.30,5.94,313.58,24.41,65.02,15.81,117.79,8.27,13.70,11.11,29.17,14.43,14.96,9.03,39.21,3.59,17.93,7.48,65.47,54.26,16.74,9.04,55.69,43.52,9.52,55.73,24.96,54.88,25.12,16.09
26-01-2005,2.30,5.94,313.58,24.41,65.02,15.81,117.79,8.27,13.70,11.11,7.42,14.43,14.96,9.03,39.21,3.59,17.93,7.48,65.47,54.26,16.74,9.04,55.69,43.52,9.52,55.73,24.96,54.88,25.12,16.09
27-01-2005,2.29,5.89,316.97,24.12,64.85,16.53,114.06,8.32,13.85,11.08,28.44,14.46,16.94,8.98,40.87,3.72,17.89,7.77,78.16,54.40,18.38,9.16,32.16,44.21,9.49,55.90,25.64,54.66,25.14,16.46
28-01-2005,2.28,5.99,309.28,25.24,65.24,15.82,114.37,8.41,13.94,11.14,29.73,14.64,19.48,9.27,40.59,3.90,18.10,7.86,75.11,55.70,20.20,9.25,55.74,44.70,9.38,55.30,26.54,54.07,25.73,35.91
31-01-2005,2.40,6.29,305.56,26.01,65.72,16.46,119.45,8.36,15.31,35.25,30.62,14.88,20.04,9.08,40.41,3.79,18.44,8.00,75.93,57.97,20.43,9.85,56.04,44.54,9.40,56.70,26.80,52.12,24.91,16.77
01-02-2005,2.40,6.61,310.00,26.47,67.51,16.19,120.61,8.18,15.44,12.11,33.33,15.41,19.64,9.09,48.49,3.68,18.89,8.29,75.88,60.73,20.43,10.03,55.91,44.04,9.26,57.30,26.46,52.47,24.66,16.55
02-02-2005,2.49,6.64,320.96,27.01,67.48,17.03,120.99,8.36,16.06,11.96,33.01,15.70,19.23,8.95,45.73,3.64,64.66,9.94,75.11,63.05,21.83,10.14,56.74,43.93,9.13,57.39,26.08,51.52,24.81,16.66
03-02-2005,2.49,6.73,309.82,27.36,67.49,16.73,123.15,8.21,18.04,12.03,33.45,15.59,19.33,9.12,46.19,3.59,19.01,11.93,75.49,63.19,22.67,10.44,57.18,44.76,9.46,60.20,26.38,153.30,25.12,16.75
04-02-2005,2.57,6.71,317.20,26.78,67.63,17.38,121.74,8.36,17.34,12.20,32.74,15.30,19.42,9.40,47.06,3.63,18.77,7.47,79.90,60.85,22.39,10.34,56.78,44.51,9.21,61.05,26.72,51.71,25.58,16.55
07-02-2005,2.53,6.93,316.57,26.58,67.49,17.27,125.50,8.18,18.24,12.33,32.55,15.51,22.54,9.81,45.83,3.58,18.61,12.07,77.87,59.86,24.63,10.25,55.69,46.71,9.33,31.28,26.16,53.12,25.72,16.80
08-02-2005,2.53,6.82,315.39,26.13,67.53,18.02,126.68,8.51,19.76,12.87,31.98,15.22,25.83,10.25,44.08,3.76,18.84,12.78,71.33,59.43,27.05,10.25,56.09,46.96,9.38,60.34,26.34,53.55,26.02,16.95
09-02-2005,2.44,7.37,1226.01,26.62,66.81,18.06,124.75,8.63,19.37,14.52,31.09,15.46,27.49,11.72,45.32,4.13,18.81,13.73,72.73,59.91,29.76,10.14,56.48,47.73,9.37,58.62,26.28,55.34,26.19,17.10
10-02-2005,2.39,7.75,310.32,26.45,67.49,18.18,121.91,8.78,18.82,13.94,30.35,16.10,26.94,11.53,44.54,4.01,18.91,12.69,71.33,60.41,32.70,10.10,57.66,47.34,9.17,57.94,26.03,53.44,26.19,16.93
11-02-2005,2.63,7.72,302.03,26.51,67.53,18.20,121.57,8.83,18.53,14.46,30.19,18.03,25.44,11.19,44.22,3.89,19.04,12.74,73.65,61.65,34.33,10.15,57.61,47.78,8.97,59.19,26.42,52.71,26.41,17.17
14-02-2005,2.58,7.33,305.25,26.91,70.04,17.80,122.60,8.71,18.09,14.66,31.10,21.65,25.17,10.88,45.55,3.66,18.93,12.12,72.49,61.75,32.74,10.22,58.79,45.77,9.06,58.67,27.12,52.01,26.16,16.86
15-02-2005,2.60,7.12,300.76,26.66,69.41,17.93,124.42,8.41,19.12,14.47,32.73,20.67,24.24,11.02,43.90,3.66,18.64,11.93,71.62,62.54,31.11,10.38,57.70,45.28,9.26,58.55,26.85,49.93,10.38,16.62
16-02-2005,2.53,6.91,307.74,25.97,70.08,17.49,125.85,8.07,18.46,14.26,32.63,19.03,25.01,11.10,43.16,3.68,10.58,11.41,69.54,61.74,29.57,10.52,58.36,44.92,8.99,57.82,26.86,48.20,25.77,16.69
17-02-2005,2.44,6.95,307.15,26.18,69.68,17.08,122.02,8.03,18.22,14.82,32.71,19.51,24.83,11.24,42.66,3.53,18.42,11.41,77.58,286.56,28.78,10.52,57.53,45.22,9.15,56.91,26.54,50.25,25.96,16.60
18-02-2005,2.60,6.76,301.44,26.09,142.80,17.13,121.16,8.25,18.59,14.51,32.62,19.06,24.72,10.98,45.04,3.67,18.32,11.41,77.67,59.18,30.18,10.53,57.66,44.48,8.86,57.70,26.27,49.47,27.40,16.46
21-02-2005,2.87,6.60,307.19,25.51,69.74,35.54,117.54,8.05,18.42,14.20,32.81,18.40,23.90,11.15,45.18,3.54,18.22,11.22,76.51,58.65,79.22,10.50,57.31,44.12,8.69,57.74,25.79,49.74,27.29,16.29
22-02-2005,3.13,6.70,297.37,26.52,69.10,16.73,116.49,7.99,18.29,14.46,32.25,18.55,24.26,11.36,45.69,3.50,18.35,10.70,75.01,57.96,33.21,5.04,56.78,44.21,8.71,57.26,25.97,48.30,27.61,16.33
23-02-2005,2.98,6.64,298.86,26.32,69.17,17.44,115.89,8.03,18.07,14.79,31.57,19.69,24.07,11.35,45.46,4.02,18.48,11.79,78.84,57.88,34.84,11.29,56.61,45.09,8.85,57.46,25.82,47.90,27.61,16.27
24-02-2005,2.98,6.65,293.65,26.18,69.40,17.95,112.46,8.01,18.51,14.68,31.85,19.35,24.59,11.46,45.87,3.82,18.18,11.55,81.16,57.99,36.57,11.50,57.09,44.76,8.75,58.64,25.74,48.25,9.47,19.53
25-02-2005,2.86,6.44,291.89,26.34,69.41,19.27,108.87,7.81,17.71,14.49,31.34,18.45,24.98,11.82,46.47,3.71,18.33,11.03,78.30,57.75,35.91,11.03,55.04,44.04,8.72,57.07,25.56,46.41,27.13,18.87
28-02-2005,3.00,6.34,290.80,27.83,69.74,20.25,111.03,22.63,17.07,15.12,31.38,18.37,25.12,13.69,45.55,3.69,77.71,10.94,78.01,57.83,34.14,10.93,55.21,44.62,8.60,56.33,26.58,49.03,26.81,19.26
01-03-2005,3.08,6.65,299.49,27.31,69.33,19.47,109.48,7.78,17.25,15.09,31.33,18.42,24.06,12.67,45.60,3.56,18.04,10.56,77.29,57.53,35.31,10.47,54.60,44.43,8.70,55.89,25.68,48.95,26.34,18.36
02-03-2005,3.11,6.98,299.04,28.03,69.65,19.96,110.09,7.72,17.56,15.78,31.41,18.55,24.56,12.73,52.12,3.58,18.09,10.65,79.71,20.91,37.03,10.63,54.25,44.43,8.65,55.90,25.50,49.03,26.98,19.84
03-03-2005,3.27,7.33,308.87,28.78,69.74,18.54,112.52,7.96,17.69,16.33,31.18,18.58,24.87,12.66,50.78,3.68,18.21,10.42,80.19,57.77,38.85,10.59,54.78,126.23,8.85,117.03,26.47,49.52,26.96,21.16
04-03-2005,3.43,7.07,297.86,28.85,69.76,18.21,115.53,8.05,17.45,16.69,31.36,18.42,24.35,13.81,53.72,3.70,18.28,10.32,78.50,57.70,40.76,10.62,55.00,44.51,2.32,56.36,27.36,49.41,27.60,21.25
07-03-2005,9.98,6.97,309.50,30.53,69.74,18.86,123.07,8.71,6.87,16.89,30.77,18.21,24.92,14.19,51.89,3.54,18.42,9.75,78.11,268.06,42.77,10.56,54.69,44.18,8.99,57.53,27.43,48.03,27.25,20.54
08-03-2005,3.10,6.79,306.11,30.38,69.74,20.03,125.55,8.82,17.14,16.83,31.01,18.55,24.51,14.34,52.53,3.58,20.03,10.75,79.22,57.75,44.87,10.68,57.05,44.56,9.05,57.72,27.26,49.41,27.53,19.29
09-03-2005,3.00,6.70,298.82,30.73,69.74,20.16,122.29,8.27,16.50,16.07,31.82,17.73,23.92,13.86,51.70,3.36,19.43,10.27,76.12,58.54,47.06,10.44,54.95,44.21,9.24,56.78,27.12,47.47,27.30,18.93
10-03-2005,2.97,28.93,297.37,31.72,69.49,20.60,124.58,8.52,16.59,16.31,31.67,17.87,23.55,13.80,51.61,3.49,19.45,10.42,76.27,57.99,49.39,10.33,117.18,128.68,9.93,58.23,26.77,49.22,27.30,21.40
11-03-2005,2.92,6.39,289.90,31.62,69.74,20.54,124.56,8.23,16.50,16.71,31.65,18.05,25.91,13.37,28.11,7.63,19.46,10.18,74.28,57.76,51.82,10.00,54.69,44.48,9.85,57.05,26.51,49.06,27.60,20.81
14-03-2005,2.98,6.33,297.73,30.55,69.74,21.39,124.34,7.83,16.39,17.59,31.29,18.32,27.11,13.38,52.85,3.63,19.63,4.32,74.19,58.58,54.38,10.04,53.73,44.07,9.52,57.04,26.37,48.47,27.21,20.52
15-03-2005,2.92,6.11,302.76,29.93,69.37,23.53,123.56,7.98,16.37,18.31,30.33,18.24,25.64,13.85,52.90,3.56,19.37,9.56,73.65,58.57,51.77,9.97,31.14,43.79,9.29,56.48,25.98,48.39,26.92,19.90
16-03-2005,2.83,6.08,298.27,29.72,69.74,25.88,125.44,8.01,16.92,4.32,17.27,18.21,24.85,14.01,54.73,3.48,19.96,9.56,73.75,57.74,49.39,9.92,54.21,43.68,9.44,57.30,25.95,50.22,27.34,19.95
17-03-2005,2.81,5.88,285.05,28.59,69.74,27.18,125.00,7.79,16.81,9.02,29.36,17.73,26.78,13.42,54.64,3.36,19.32,9.42,72.69,56.92,51.82,9.68,53.86,43.11,9.30,56.29,25.82,48.68,26.26,19.51
18-03-2005,2.80,5.77,281.97,28.57,69.78,28.54,123.59,7.74,17.21,17.30,29.33,17.76,25.76,13.09,53.03,3.19,19.29,9.47,71.23,57.49,54.38,9.61,52.25,42.58,9.36,57.07,26.07,48.60,26.27,19.29
21-03-2005,2.90,5.79,290.03,29.34,67.70,29.97,121.80,7.41,17.14,17.18,29.06,17.63,25.44,13.73,53.72,1.04,18.95,9.33,70.99,57.61,57.09,9.57,52.25,43.88,9.38,56.67,26.03,49.74,26.62,18.93
22-03-2005,2.75,5.53,59.99,27.56,65.65,30.88,120.75,7.21,16.43,72.25,28.96,16.65,24.45,12.86,50.32,3.40,9.06,9.61,68.13,57.82,57.83,9.45,51.07,42.80,9.09,54.39,25.70,47.63,25.46,18.69
23-03-2005,2.62,5.28,286.54,25.92,63.76,29.57,118.92,6.77,15.97,17.01,29.56,15.99,82.44,12.49,48.67,3.25,17.99,9.38,64.94,56.98,54.99,9.37,48.88,109.70,9.40,52.31,24.92,47.63,25.05,18.25
24-03-2005,2.51,5.21,282.15,26.47,64.53,28.36,116.60,6.46,16.01,17.16,64.22,15.65,22.64,13.94,47.46,3.00,17.81,9.23,61.89,57.45,52.28,9.39,47.49,41.21,9.09,52.18,24.53,46.09,57.61,17.52
28-03-2005,2.53,5.45,283.47,27.28,36.66,27.55,119.28,6.86,15.93,17.34,28.78,15.62,23.23,13.38,47.55,2.90,18.08,8.95,64.11,57.15,49.67,9.48,46.75,41.43,8.92,51.87,24.44,45.63,24.58,18.10
29-03-2005,2.40,5.20,289.80,26.59,63.85,28.43,118.18,6.39,15.55,17.51,28.55,15.04,22.33,12.61,43.29,2.90,8.16,8.14,59.08,57.63,47.20,9.52,45.48,41.21,8.89,50.50,24.37,43.36,23.71,17.24
30-03-2005,2.40,5.29,310.36,27.41,63.81,29.86,120.14,6.61,15.71,17.56,28.50,15.67,22.53,13.17,46.24,3.48,17.54,8.71,61.50,57.65,44.87,9.41,46.13,41.18,8.89,50.42,23.95,43.92,24.47,18.12
31-03-2005,2.53,5.47,308.64,27.86,63.67,31.35,127.40,7.45,16.06,17.52,28.35,16.39,22.88,13.33,47.03,3.38,18.34,8.90,69.01,56.91,47.11,9.32,48.06,41.46,8.96,51.04,25.50,48.14,25.79,18.27
01-04-2005,2.65,5.54,311.04,28.39,64.43,32.92,126.77,7.43,16.57,17.81,29.90,17.97,23.99,13.49,49.47,3.45,18.88,9.42,70.02,59.19,49.44,9.49,50.11,42.78,9.09,51.44,25.56,49.28,26.23,18.62
04-04-2005,2.77,5.46,324.72,27.88,64.05,33.73,131.40,7.89,16.32,17.88,29.68,18.03,23.69,13.25,49.00,3.55,18.40,9.33,76.70,57.14,47.01,9.63,50.67,43.52,9.35,52.50,25.62,49.85,26.20,18.87
05-04-2005,2.90,5.39,319.42,26.47,63.60,33.94,126.27,7.59,15.73,17.50,30.01,17.23,23.53,13.32,48.72,3.25,18.09,9.09,87.75,57.36,44.68,9.51,50.28,43.49,9.25,52.66,25.10,50.96,25.37,18.45
06-04-2005,3.04,5.67,310.32,12.27,62.90,33.52,46.62,7.56,16.08,18.47,30.06,17.36,23.86,15.97,48.63,3.33,18.10,9.56,84.02,58.57,46.87,9.50,50.76,43.77,9.57,52.75,25.44,50.71,115.15,19.55
07-04-2005,3.00,5.95,310.95,27.10,63.94,34.44,132.73,7.58,16.23,17.74,30.61,17.36,23.79,15.11,49.00,3.20,18.25,28.96,218.34,57.70,48.93,9.56,51.85,42.45,9.74,148.41,25.85,54.42,26.83,19.40
08-04-2005,2.93,5.90,308.82,26.72,63.34,34.00,129.78,7.96,16.19,17.50,30.57,17.05,23.73,15.31,48.39,3.14,18.19,8.62,80.58,58.93,47.06,9.67,51.37,43.08,9.85,53.41,56.39,53.31,6.80,19.02
11-04-2005,2.92,5.85,307.06,26.68,63.37,32.59,130.49,7.70,16.57,16.78,30.05,16.65,23.40,14.98,48.86,3.21,17.70,8.57,79.66,58.88,46.78,9.76,49.84,44.29,10.01,53.33,13.90,52.58,26.01,19.20
12-04-2005,2.97,5.87,312.90,26.39,63.71,32.78,128.75,8.20,16.83,17.01,29.78,16.65,23.26,14.91,49.28,3.28,17.82,8.62,80.00,57.93,46.17,9.87,49.93,45.25,10.11,53.67,24.54,51.98,26.32,19.29
13-04-2005,2.87,5.74,307.19,26.40,63.74,32.42,129.58,7.92,17.03,16.84,29.97,16.81,23.30,14.66,49.94,3.27,17.72,8.52,78.93,57.45,47.25,9.84,51.07,48.28,11.12,53.03,24.53,53.28,26.17,19.04
15-04-2005,2.74,5.46,300.67,25.72,63.08,31.94,127.59,7.79,16.87,15.72,29.07,16.60,22.80,13.72,48.53,3.06,17.08,8.19,75.30,55.89,44.91,9.58,48.93,46.46,11.45,52.52,23.01,49.95,25.74,18.74
18-04-2005,2.60,5.42,292.07,25.35,62.39,31.18,123.89,8.20,16.48,15.40,28.90,16.28,22.74,13.49,46.75,3.25,16.27,8.00,74.43,56.73,43.89,9.46,47.49,46.16,12.53,53.41,22.60,48.90,25.51,18.29
19-04-2005,2.67,5.44,286.27,24.28,62.26,32.74,120.14,7.45,16.08,9.09,29.09,16.12,22.62,13.46,47.27,1.08,15.94,7.81,76.61,57.39,45.52,9.49,47.53,46.10,12.22,52.42,21.93,49.77,25.67,18.21
20-04-2005,2.70,5.44,286.27,24.31,62.26,32.89,125.22,7.45,16.23,15.56,28.96,16.07,21.90,14.81,46.80,4.68,16.56,7.81,74.72,56.41,47.76,9.41,18.03,45.53,12.20,52.71,22.61,48.82,25.91,18.07
21-04-2005,2.74,5.45,293.43,24.54,62.58,33.79,124.97,7.32,16.63,15.60,29.47,15.91,22.63,15.16,47.64,4.88,16.98,8.14,79.42,56.91,50.14,9.51,47.27,45.80,12.16,53.44,22.96,49.79,25.92,18.58
22-04-2005,2.75,5.48,298.54,24.60,21.64,34.53,124.89,7.39,16.83,15.78,30.82,16.10,22.64,14.66,49.00,4.86,16.84,8.29,81.55,22.66,52.61,9.58,46.88,47.15,12.76,54.38,24.47,50.06,26.12,18.60
25-04-2005,2.81,5.55,301.08,24.82,63.03,35.11,123.70,7.52,16.96,16.14,30.69,15.91,21.93,14.64,48.20,4.44,16.44,8.10,79.22,57.22,55.22,9.46,47.36,47.31,13.16,57.37,6.52,49.63,26.18,18.54
26-04-2005,3.01,5.60,305.02,24.67,64.16,34.44,123.37,7.45,17.18,16.00,31.58,15.99,21.99,15.30,48.48,4.38,16.50,8.10,79.17,61.89,56.48,9.47,47.88,47.84,12.92,62.43,24.32,49.22,27.48,18.60
27-04-2005,3.13,5.48,306.42,24.37,64.11,34.79,121.85,7.34,16.87,15.78,33.02,15.75,25.73,15.20,47.55,4.16,16.14,8.05,74.86,63.74,58.86,9.45,47.27,47.86,12.36,63.16,24.13,49.36,26.88,18.51
28-04-2005,3.15,2.54,292.11,23.24,63.81,34.20,121.22,7.28,17.18,15.59,8.83,15.78,25.96,14.73,47.64,4.33,15.93,7.91,73.61,63.62,57.13,9.45,47.23,47.81,12.31,61.28,12.49,47.79,27.48,18.23
29-04-2005,3.01,5.42,294.83,22.06,63.97,32.72,121.24,7.14,17.38,15.39,32.51,5.41,24.56,14.38,47.13,4.26,15.40,7.72,71.57,62.87,54.34,9.31,45.48,46.76,12.04,58.80,13.83,46.76,26.25,18.34
02-05-2005,2.98,5.39,135.24,22.02,64.06,31.10,121.24,7.06,16.57,15.04,32.58,15.78,24.75,13.68,46.24,4.25,15.11,7.43,71.09,64.60,53.82,9.27,46.00,45.44,11.80,56.88,24.25,46.11,26.34,18.29
03-05-2005,2.95,5.44,294.60,21.96,63.18,30.91,121.46,6.97,17.25,15.15,32.30,15.91,23.77,13.56,46.10,4.46,15.23,7.29,72.15,62.81,51.82,9.51,45.65,46.32,12.02,57.80,23.84,46.38,26.56,18.32
04-05-2005,3.05,5.48,295.56,22.43,189.80,31.28,120.08,6.99,17.58,15.27,32.80,15.88,23.97,13.33,46.61,4.25,15.21,7.53,74.23,65.00,51.30,9.68,45.96,46.38,11.92,62.33,23.98,45.52,26.80,18.47
05-05-2005,3.07,5.55,289.58,24.69,64.05,31.25,120.28,7.21,17.54,15.76,32.79,16.62,24.76,13.49,47.27,4.08,15.33,7.58,73.07,63.86,52.00,9.82,47.31,47.73,11.80,68.57,24.22,46.28,26.68,18.45
06-05-2005,3.07,5.62,290.94,24.49,64.61,30.85,122.65,7.06,17.56,15.85,36.30,16.62,24.31,13.52,51.99,4.11,15.76,7.48,72.98,67.97,54.57,10.00,47.27,48.30,11.94,74.41,24.17,46.25,26.62,18.47
09-05-2005,3.24,5.80,292.79,24.82,64.54,32.38,121.91,2.66,17.56,16.18,35.59,18.71,24.67,14.08,51.11,4.03,15.96,7.53,73.36,69.06,57.27,10.09,47.49,50.61,12.54,74.01,24.56,125.08,28.27,18.98
10-05-2005,3.43,12.69,291.66,25.10,64.66,34.00,118.84,7.14,17.43,16.37,35.45,18.03,24.90,13.78,51.20,4.01,15.78,7.48,74.33,69.43,55.83,10.10,47.44,50.50,13.16,70.53,24.62,9.55,28.50,19.04
11-05-2005,3.43,6.17,292.30,23.93,34.92,35.70,115.56,7.16,17.58,16.41,35.90,18.34,24.87,13.67,51.34,3.98,15.69,7.43,162.93,69.13,57.74,10.18,47.49,60.62,13.00,69.89,24.24,47.06,28.67,18.85
12-05-2005,3.78,6.33,294.29,24.09,236.23,37.49,116.77,7.41,17.56,3.42,36.57,18.66,24.49,44.48,50.82,4.30,16.02,7.95,78.93,69.49,60.59,10.08,49.63,65.24,12.89,71.05,24.44,46.33,28.40,19.15
13-05-2005,3.97,6.33,287.50,24.07,64.44,39.37,328.73,7.79,17.56,16.79,39.03,19.11,25.73,13.79,53.54,4.55,15.75,8.52,76.22,69.46,63.57,10.12,51.29,63.09,13.19,71.72,24.18,47.25,29.30,20.30
16-05-2005,3.77,6.28,290.71,24.29,65.04,39.34,122.38,7.83,17.56,17.09,39.96,18.84,25.96,13.70,53.26,5.46,15.72,8.48,77.77,69.51,63.34,10.11,52.99,69.17,13.85,71.97,25.04,47.06,29.99,20.01
17-05-2005,3.60,6.12,296.46,23.51,65.24,37.47,120.36,7.47,18.42,6.36,39.10,18.34,25.09,13.42,52.14,5.45,15.43,8.00,75.30,69.47,60.59,9.87,51.59,70.49,13.74,68.81,24.98,47.06,29.37,19.77
18-05-2005,3.78,6.19,297.50,23.45,64.72,38.47,119.14,7.30,18.64,17.16,38.90,18.34,24.56,13.55,51.48,5.50,15.32,8.05,74.77,69.46,61.75,9.85,50.59,67.63,13.59,69.86,24.79,152.65,100.35,20.45
19-05-2005,3.73,6.42,137.97,23.57,63.69,40.24,120.06,7.65,18.82,17.03,38.73,19.11,24.96,13.74,50.78,5.70,15.37,8.38,74.86,69.28,64.78,9.86,52.29,69.09,13.69,69.02,25.01,46.84,29.46,20.08
20-05-2005,3.67,6.40,298.82,23.46,63.37,40.16,119.61,7.76,19.48,16.67,38.27,18.82,29.83,14.13,51.81,5.54,15.33,8.43,73.99,70.48,67.68,9.71,54.17,68.40,13.62,72.48,25.21,49.82,29.16,20.21
23-05-2005,3.73,6.42,295.69,23.87,63.35,41.97,121.16,9.04,19.28,16.65,38.48,19.16,35.80,14.46,59.67,5.30,15.43,8.90,74.43,69.69,71.03,9.68,54.82,66.69,13.73,76.11,25.32,51.52,108.99,21.58
24-05-2005,3.64,6.37,290.57,24.38,62.83,40.61,120.39,8.63,18.88,16.54,37.78,20.14,35.97,14.64,59.72,5.52,15.41,8.85,73.46,70.57,74.58,9.56,53.64,66.23,13.92,73.22,25.93,50.36,30.58,20.98
25-05-2005,3.70,6.63,289.80,25.38,63.82,39.35,119.12,8.25,18.40,16.39,37.53,21.91,39.04,14.83,58.73,6.14,15.49,8.81,73.80,72.91,72.81,9.76,52.81,69.58,13.76,71.98,26.11,49.74,30.59,21.01
26-05-2005,3.64,6.63,289.80,25.55,64.16,38.62,115.25,8.31,17.95,9.10,37.50,21.06,37.64,14.45,60.09,6.04,15.37,9.00,73.99,72.22,76.44,9.83,52.42,74.12,13.69,74.52,27.22,48.82,30.40,20.63
27-05-2005,3.69,6.51,290.08,25.21,64.13,39.72,114.84,7.94,18.22,16.28,37.42,20.93,38.69,14.18,60.09,5.50,72.55,8.90,73.56,70.31,78.64,9.76,52.25,71.78,13.42,73.21,27.52,160.58,29.67,20.17
30-05-2005,3.76,6.39,289.80,25.42,64.50,37.74,112.63,7.94,17.56,15.88,37.61,21.22,36.22,14.26,59.76,5.97,15.50,8.62,72.06,69.46,74.72,9.72,52.38,71.89,13.38,72.42,26.88,46.79,29.38,6.83
31-05-2005,3.71,6.35,293.43,25.72,64.95,36.48,112.21,8.01,43.55,15.96,37.54,23.50,36.21,14.69,60.37,5.55,15.36,8.52,74.04,21.93,74.81,9.74,52.33,160.54,13.18,71.02,27.20,46.87,28.82,19.84
01-06-2005,3.74,6.39,291.03,25.48,64.99,38.14,112.77,8.21,17.56,16.04,37.52,23.73,36.53,14.71,60.89,5.55,15.01,8.67,75.69,69.46,72.57,10.43,53.69,75.52,13.38,74.31,27.03,46.68,106.14,20.19
02-06-2005,3.66,6.19,294.79,24.88,243.55,37.20,114.31,7.76,17.47,15.81,15.13,23.10,35.67,15.39,60.28,5.50,14.81,8.38,73.70,69.81,76.16,2.88,53.73,339.64,13.22,74.19,26.63,46.82,28.53,20.56
